IdPesanan,SKU,NamaBarang,Jumlah,HargaBeli,HargaJual,Laba
ID-20171130-348910,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,125000,57700
ID-20171130-314615,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,120000,52635
ID-20171130-869168,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,63650,110000,46350
ID-20171130-542127,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,110000,40071
ID-20171130-941823,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,73600,110000,36400
ID-20171130-941823,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,130000,59929
ID-20171130-919475,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,69808,130000,60192
ID-20171130-518134,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,110000,35990
ID-20171130-381908,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,73600,120000,46400
ID-20171130-381908,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,110000,44636
ID-20171130-257796,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,125000,57635
ID-20171130-257796,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,73600,120000,46400
ID-20171130-120539,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,120000,50071
ID-20171130-120539,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,115000,40941
ID-20171130-206685,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,130000,67640
ID-20171130-956592,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,115000,40941
ID-20171130-956592,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,125000,53165
ID-20171130-918583,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,130000,62334
ID-20171130-844214,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,120000,44791
ID-20171130-844214,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,120000,41731
ID-20171130-330078,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,120000,53045
ID-20171130-834077,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,130000,51731
ID-20171130-269626,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,110000,34791
ID-20171129-489167,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,115000,40941
ID-20171129-528724,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,115000,39791
ID-20171129-899978,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,69808,125000,55192
ID-20171129-899978,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,115000,34770
ID-20171129-234424,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,130000,62500
ID-20171129-387946,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,115000,40941
ID-20171129-266288,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,120000,52635
ID-20171129-277629,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,130000,62635
ID-20171129-277629,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,115000,43120
ID-20171129-328395,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,115000,47500
ID-20171129-328395,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,115000,45071
ID-20171129-992525,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,63650,115000,51350
ID-20171129-604529,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,130000,67640
ID-20171129-931579,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,130000,51731
ID-20171129-855022,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,110000,42334
ID-20171129-855022,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,120000,41388
ID-20171129-695737,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,125000,57334
ID-20171129-339503,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,110000,47680
ID-20171129-016229,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,130000,51731
ID-20171129-090073,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,130000,60071
ID-20171129-090073,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,64728,115000,50272
ID-20171128-757232,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,120000,41731
ID-20171128-856188,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,68454,130000,61546
ID-20171128-645724,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,69046,125000,55954
ID-20171128-645724,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,130000,63045
ID-20171128-122057,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,120000,52500
ID-20171128-122057,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,130000,62500
ID-20171128-956299,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,68454,125000,56546
ID-20171128-671127,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,125000,55071
ID-20171128-169817,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,125000,58045
ID-20171128-087181,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,120000,54440
ID-20171128-087181,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,110000,44636
ID-20171128-222839,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,115000,36731
ID-20171128-072599,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,120000,52635
ID-20171128-072599,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,110000,40071
ID-20171128-487358,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,125000,53165
ID-20171128-555984,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,115000,43120
ID-20171128-046509,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",2,78269,125000,-31538
ID-20171128-046509,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,130000,67680
ID-20171128-214556,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,120000,39770
ID-20171128-680580,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,130000,59929
ID-20171128-680580,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,110000,38120
ID-20171128-191206,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,115000,36388
ID-20171128-191206,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,115000,36388
ID-20171128-001964,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,130000,51388
ID-20171128-001964,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,115000,36388
ID-20171128-195094,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,125000,55071
ID-20171128-195094,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,115000,34770
ID-20171128-182602,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,130000,51388
ID-20171128-954272,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,125000,62640
ID-20171128-776481,SSI-D00791015-LL-BWH,"Zalekia Plain Casual Blouse (L,Broken White)",1,70447,110000,39553
ID-20171128-349983,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,115000,47635
ID-20171128-349983,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,130000,62334
ID-20171128-385287,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,130000,55941
ID-20171128-404896,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,115000,40941
ID-20171128-036729,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,120000,41731
ID-20171128-574990,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,125000,46388
ID-20171128-799769,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,115000,39791
ID-20171128-469885,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,69808,115000,45192
ID-20171128-469885,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,125000,57700
ID-20171128-106050,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,130000,49770
ID-20171127-724672,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,72543,115000,42457
ID-20171127-344773,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,130000,62635
ID-20171127-125594,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,110000,39929
ID-20171127-125594,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,120000,45941
ID-20171127-936644,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,125000,44770
ID-20171127-423784,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,125000,62640
ID-20171127-423784,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,120000,57640
ID-20171127-993164,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,120000,52334
ID-20171127-065411,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,73600,110000,36400
ID-20171127-065411,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,130000,62334
ID-20171127-474103,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,130000,51388
ID-20171127-180486,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,125000,49791
ID-20171127-180486,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,115000,34770
ID-20171127-328941,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,120000,53045
ID-20171127-226502,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,125000,46731
ID-20171127-639536,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,69808,115000,45192
ID-20171127-639536,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,73600,125000,51400
ID-20171127-484784,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,110000,31731
ID-20171127-481391,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,125000,50941
ID-20171127-696674,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,125000,49791
ID-20171127-647704,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,120000,57640
ID-20171127-647704,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,120000,52635
ID-20171127-205863,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,125000,57635
ID-20171127-816155,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,130000,67640
ID-20171127-816155,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,120000,41388
ID-20171127-893730,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,125000,44770
ID-20171127-893730,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,120000,45941
ID-20171127-004344,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,110000,44636
ID-20171127-004344,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,130000,67640
ID-20171126-575768,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,73600,115000,41400
ID-20171126-155400,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,120000,50071
ID-20171126-155400,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,115000,47635
ID-20171126-794015,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,125000,59636
ID-20171126-794015,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,120000,39770
ID-20171126-770741,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,125000,50990
ID-20171126-010264,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,130000,55941
ID-20171126-918612,SSI-D00791015-LL-BWH,"Zalekia Plain Casual Blouse (L,Broken White)",1,70447,110000,39553
ID-20171126-918612,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,120000,52635
ID-20171126-857280,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,110000,35941
ID-20171126-256027,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,125000,57700
ID-20171126-256027,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,115000,40990
ID-20171126-891599,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,115000,45071
ID-20171126-891599,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,115000,47635
ID-20171126-191305,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,115000,47022
ID-20171126-817313,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,120000,50071
ID-20171126-817313,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,125000,54929
ID-20171126-887687,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,115000,47635
ID-20171126-129151,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,130000,59929
ID-20171126-990841,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,110000,31388
ID-20171126-990841,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,130000,49770
ID-20171126-084622,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,110000,40071
ID-20171126-084622,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,130000,60071
ID-20171126-032072,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,125000,46388
ID-20171126-915611,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,120000,41388
ID-20171126-915611,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,115000,39791
ID-20171126-575484,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,125000,50941
ID-20171126-024342,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,130000,62334
ID-20171126-024342,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,125000,46731
ID-20171126-163842,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,110000,39929
ID-20171126-163842,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,115000,36731
ID-20171126-830574,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,125000,49791
ID-20171126-830574,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,110000,42500
ID-20171125-436898,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,130000,60071
ID-20171125-436898,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,120000,41388
ID-20171125-346412,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,120000,45941
ID-20171125-846373,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,120000,39770
ID-20171125-089092,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,115000,36731
ID-20171125-152739,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,115000,44929
ID-20171125-112891,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,120000,44791
ID-20171125-112891,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,110000,43045
ID-20171125-078950,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,110000,39929
ID-20171125-057133,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,110000,34791
ID-20171125-773770,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,115000,36731
ID-20171125-944613,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,110000,38165
ID-20171125-944613,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,125000,54929
ID-20171125-557826,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,64728,130000,65272
ID-20171125-977378,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,130000,51731
ID-20171125-977378,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,130000,67640
ID-20171125-203876,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,120000,41731
ID-20171125-540613,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,69808,120000,50192
ID-20171125-046992,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,115000,45071
ID-20171125-046992,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,73600,120000,46400
ID-20171125-566616,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,110000,42700
ID-20171125-558051,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,110000,42635
ID-20171125-558051,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,120000,48165
ID-20171125-472177,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,130000,58376
ID-20171125-058240,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,72543,130000,57457
ID-20171125-058240,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,64728,120000,55272
ID-20171125-135388,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,110000,39929
ID-20171125-135388,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,120000,45990
ID-20171125-551585,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,69046,115000,45954
ID-20171124-616660,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,110000,39929
ID-20171124-451264,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,115000,52680
ID-20171124-451264,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,64728,130000,65272
ID-20171124-213013,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,115000,45071
ID-20171124-861197,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,69046,115000,45954
ID-20171124-912094,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,110000,31731
ID-20171124-104844,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,125000,53165
ID-20171124-104844,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,125000,59636
ID-20171124-192992,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,120000,45990
ID-20171124-192992,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,115000,47635
ID-20171124-332129,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,115000,39791
ID-20171124-871482,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,125000,57500
ID-20171124-243497,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,130000,55990
ID-20171124-243497,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,120000,50071
ID-20171124-340641,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,69808,120000,50192
ID-20171124-733853,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,125000,55071
ID-20171124-733853,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,125000,53165
ID-20171124-734011,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,110000,39929
ID-20171124-155700,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,130000,54791
ID-20171124-888381,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,115000,36731
ID-20171124-888381,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,110000,39929
ID-20171124-361633,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,130000,60071
ID-20171124-361633,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,62360,130000,67640
ID-20171124-354266,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,110000,31731
ID-20171124-638346,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,130000,67680
ID-20171123-163612,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,130000,62022
ID-20171123-418028,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,125000,46731
ID-20171123-774133,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,130000,58165
ID-20171123-774133,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,125000,50990
ID-20171123-860634,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,115000,47022
ID-20171123-860634,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,120000,49929
ID-20171123-886075,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,73600,115000,41400
ID-20171123-028475,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,110000,42635
ID-20171123-028475,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,120000,49929
ID-20171123-619636,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,125000,54929
ID-20171123-674295,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,69046,130000,60954
ID-20171123-674295,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,115000,45071
ID-20171123-058926,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,64728,115000,50272
ID-20171123-414691,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,64728,130000,65272
ID-20171123-414691,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,115000,45071
ID-20171123-489412,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,125000,54929
ID-20171123-103919,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,78269,110000,31731
ID-20171123-282390,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,64728,110000,45272
ID-20171123-153099,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,110000,38165
ID-20171123-625593,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,120000,52022
ID-20171123-874261,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,130000,63045
ID-20171123-278471,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,110000,40071
ID-20171123-203668,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,115000,43165
ID-20171123-010573,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,120000,53045
ID-20171123-839035,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,120000,49929
